loss_mult,4.893493237744442
term,closed
length_0,0.010625000000000002
radius_0,0.0081596760794271
length_1,0.028176723293677926
radius_1,0.011997889849886909
length_2,0.010656019323395178
radius_2,0.014709709362598822
length_3,0.03325025008504312
radius_3,0.012190713605792053
length_4,0.010625065543564304
radius_4,0.00905938396199442
length_5,0.017968325278661573
radius_5,0.014466563147713897
length_6,0.02607089912142977
radius_6,0.008840266032198701
length_7,0.010625005563385984
radius_7,0.01210242028289733
